ticket_id,customer_id,company_name,segment,category,issue_type,severity,created_date,resolved_date,resolution_hours,description,resolution_notes,csat_score
TICKET-00941,CUST-0150,MonitorPlus Inc,SMB,Feature,Feature request,Medium,2025-07-24,2025-07-26,60,MonitorPlus Inc (SMB) reported: Feature request. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00942,CUST-0150,MonitorPlus Inc,SMB,Feature,Workflow improvement,Medium,2023-07-18,2023-07-21,79,MonitorPlus Inc (SMB) reported: Workflow improvement. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 4/5.,4
TICKET-00943,CUST-0151,DataBridge Group,SMB,Technical,Authentication failure,High,2026-05-24,2026-05-24,13,DataBridge Group (SMB) reported: Authentication failure. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00944,CUST-0151,DataBridge Group,SMB,Billing,Plan change request,Critical,2026-06-27,2026-06-27,11,DataBridge Group (SMB) reported: Plan change request. Severity: Critical. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00945,CUST-0151,DataBridge Group,SMB,Training,Documentation request,High,2026-03-30,2026-03-30,15,DataBridge Group (SMB) reported: Documentation request. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00946,CUST-0151,DataBridge Group,SMB,Technical,Performance slow,High,2026-05-31,2026-05-31,21,DataBridge Group (SMB) reported: Performance slow. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00947,CUST-0151,DataBridge Group,SMB,Billing,Pricing clarification,High,2026-06-18,2026-06-18,13,DataBridge Group (SMB) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-00948,CUST-0151,DataBridge Group,SMB,Feature,Workflow improvement,Medium,2025-11-12,2025-11-13,43,DataBridge Group (SMB) reported: Workflow improvement. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 4/5.,4
TICKET-00949,CUST-0151,DataBridge Group,SMB,Billing,Pricing clarification,High,2026-02-05,2026-02-05,15,DataBridge Group (SMB) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-00950,CUST-0151,DataBridge Group,SMB,Billing,Pricing clarification,High,2026-01-17,2026-01-18,45,DataBridge Group (SMB) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00951,CUST-0152,SecurityFirst Solutions,Commercial,Training,Setup help,Medium,2025-11-01,2025-11-03,63,SecurityFirst Solutions (Commercial) reported: Setup help. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 5/5.,5
TICKET-00952,CUST-0152,SecurityFirst Solutions,Commercial,Technical,API error,Low,2025-09-27,2025-09-28,36,SecurityFirst Solutions (Commercial) reported: API error. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00953,CUST-0152,SecurityFirst Solutions,Commercial,Billing,Invoice question,Critical,2026-05-16,2026-05-16,8,SecurityFirst Solutions (Commercial) reported: Invoice question. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-00954,CUST-0152,SecurityFirst Solutions,Commercial,Billing,Payment issue,Low,2026-02-16,2026-02-21,126,SecurityFirst Solutions (Commercial) reported: Payment issue. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00955,CUST-0153,QueueManager Technologies,SMB,Training,How-to question,Critical,2023-08-27,2023-08-27,8,QueueManager Technologies (SMB) reported: How-to question. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00956,CUST-0153,QueueManager Technologies,SMB,Billing,Payment issue,Medium,2025-06-18,2025-06-21,81,QueueManager Technologies (SMB) reported: Payment issue. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-00957,CUST-0153,QueueManager Technologies,SMB,Billing,Plan change request,High,2023-11-02,2023-11-03,44,QueueManager Technologies (SMB) reported: Plan change request. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00958,CUST-0153,QueueManager Technologies,SMB,Feature,Workflow improvement,High,2024-11-02,2024-11-03,41,QueueManager Technologies (SMB) reported: Workflow improvement. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00959,CUST-0153,QueueManager Technologies,SMB,Training,Best practices,High,2026-01-29,2026-01-29,22,QueueManager Technologies (SMB) reported: Best practices. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-00960,CUST-0153,QueueManager Technologies,SMB,Feature,Workflow improvement,Critical,2023-06-28,2023-06-28,2,QueueManager Technologies (SMB) reported: Workflow improvement. Severity: Critical. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-00961,CUST-0153,QueueManager Technologies,SMB,Billing,Plan change request,Medium,2025-05-11,2025-05-14,95,QueueManager Technologies (SMB) reported: Plan change request. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 1/5.,1
TICKET-00962,CUST-0153,QueueManager Technologies,SMB,Feature,Feature request,High,2024-08-04,2024-08-04,18,QueueManager Technologies (SMB) reported: Feature request. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00963,CUST-0153,QueueManager Technologies,SMB,Billing,Pricing clarification,High,2024-09-27,2024-09-27,12,QueueManager Technologies (SMB) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-00964,CUST-0153,QueueManager Technologies,SMB,Feature,Missing functionality,High,2025-01-03,2025-01-03,14,QueueManager Technologies (SMB) reported: Missing functionality. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-00965,CUST-0153,QueueManager Technologies,SMB,Billing,Payment issue,Low,2024-11-28,2024-12-02,114,QueueManager Technologies (SMB) reported: Payment issue. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-00966,CUST-0153,QueueManager Technologies,SMB,Feature,Workflow improvement,Medium,2024-04-16,2024-04-19,73,QueueManager Technologies (SMB) reported: Workflow improvement. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-00967,CUST-0153,QueueManager Technologies,SMB,Training,Setup help,High,2026-02-17,2026-02-17,20,QueueManager Technologies (SMB) reported: Setup help. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-00968,CUST-0153,QueueManager Technologies,SMB,Technical,API error,Low,2026-03-22,2026-03-27,139,QueueManager Technologies (SMB) reported: API error. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00969,CUST-0154,APIGateway Systems,Commercial,Billing,Invoice question,Critical,2026-02-18,2026-02-18,2,APIGateway Systems (Commercial) reported: Invoice question. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00970,CUST-0154,APIGateway Systems,Commercial,Feature,Missing functionality,Medium,2024-12-23,2024-12-24,24,APIGateway Systems (Commercial) reported: Missing functionality. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00971,CUST-0154,APIGateway Systems,Commercial,Training,How-to question,High,2026-05-25,2026-05-26,30,APIGateway Systems (Commercial) reported: How-to question. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00972,CUST-0154,APIGateway Systems,Commercial,Technical,Authentication failure,Low,2025-05-12,2025-05-18,150,APIGateway Systems (Commercial) reported: Authentication failure. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 4/5.,4
TICKET-00973,CUST-0154,APIGateway Systems,Commercial,Technical,Authentication failure,Medium,2026-04-13,2026-04-16,72,APIGateway Systems (Commercial) reported: Authentication failure. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00974,CUST-0154,APIGateway Systems,Commercial,Technical,Performance slow,Critical,2026-05-27,2026-05-27,12,APIGateway Systems (Commercial) reported: Performance slow. Severity: Critical. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 4/5.,4
TICKET-00975,CUST-0154,APIGateway Systems,Commercial,Training,Best practices,High,2025-01-06,2025-01-07,27,APIGateway Systems (Commercial) reported: Best practices. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 4/5.,4
TICKET-00976,CUST-0154,APIGateway Systems,Commercial,Feature,Missing functionality,Medium,2026-02-26,2026-02-27,26,APIGateway Systems (Commercial) reported: Missing functionality. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 4/5.,4
TICKET-00977,CUST-0154,APIGateway Systems,Commercial,Technical,Performance slow,Medium,2025-10-09,2025-10-11,64,APIGateway Systems (Commercial) reported: Performance slow. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00978,CUST-0155,AnalyticsCo Corp,SMB,Technical,Integration issue,Low,2025-01-23,2025-01-24,26,AnalyticsCo Corp (SMB) reported: Integration issue. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-00979,CUST-0155,AnalyticsCo Corp,SMB,Technical,Data sync problem,Medium,2024-04-12,2024-04-14,55,AnalyticsCo Corp (SMB) reported: Data sync problem. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00980,CUST-0155,AnalyticsCo Corp,SMB,Billing,Payment issue,Medium,2024-07-19,2024-07-19,18,AnalyticsCo Corp (SMB) reported: Payment issue. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00981,CUST-0155,AnalyticsCo Corp,SMB,Billing,Plan change request,Medium,2024-05-29,2024-05-30,43,AnalyticsCo Corp (SMB) reported: Plan change request. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-00982,CUST-0155,AnalyticsCo Corp,SMB,Feature,UI/UX feedback,Medium,2025-04-30,2025-05-03,79,AnalyticsCo Corp (SMB) reported: UI/UX feedback. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00983,CUST-0155,AnalyticsCo Corp,SMB,Technical,Integration issue,Medium,2024-07-07,2024-07-09,56,AnalyticsCo Corp (SMB) reported: Integration issue. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00984,CUST-0155,AnalyticsCo Corp,SMB,Training,Best practices,High,2025-02-15,2025-02-17,48,AnalyticsCo Corp (SMB) reported: Best practices. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00985,CUST-0155,AnalyticsCo Corp,SMB,Billing,Plan change request,Critical,2024-09-09,2024-09-09,1,AnalyticsCo Corp (SMB) reported: Plan change request. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00986,CUST-0155,AnalyticsCo Corp,SMB,Feature,Missing functionality,Medium,2024-09-26,2024-09-26,16,AnalyticsCo Corp (SMB) reported: Missing functionality. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-00987,CUST-0155,AnalyticsCo Corp,SMB,Billing,Payment issue,Medium,2024-04-29,2024-04-29,16,AnalyticsCo Corp (SMB) reported: Payment issue. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00988,CUST-0155,AnalyticsCo Corp,SMB,Training,Best practices,Low,2025-01-11,2025-01-13,53,AnalyticsCo Corp (SMB) reported: Best practices. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 4/5.,4
TICKET-00989,CUST-0156,CloudVision Technologies,Commercial,Feature,Feature request,High,2026-04-04,2026-04-05,41,CloudVision Technologies (Commercial) reported: Feature request. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-00990,CUST-0156,CloudVision Technologies,Commercial,Billing,Invoice question,Low,2023-08-19,2023-08-23,100,CloudVision Technologies (Commercial) reported: Invoice question. Severity: Low.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-00991,CUST-0156,CloudVision Technologies,Commercial,Feature,Feature request,Medium,2023-11-16,2023-11-18,55,CloudVision Technologies (Commercial) reported: Feature request. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00992,CUST-0156,CloudVision Technologies,Commercial,Billing,Invoice question,High,2025-04-23,2025-04-24,41,CloudVision Technologies (Commercial) reported: Invoice question. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00993,CUST-0156,CloudVision Technologies,Commercial,Technical,API error,Medium,2023-11-07,2023-11-08,33,CloudVision Technologies (Commercial) reported: API error. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00994,CUST-0157,AIForge Inc,Enterprise,Billing,Invoice question,High,2022-09-24,2022-09-24,16,AIForge Inc (Enterprise) reported: Invoice question. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-00995,CUST-0157,AIForge Inc,Enterprise,Training,How-to question,High,2023-07-13,2023-07-13,4,AIForge Inc (Enterprise) reported: How-to question. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-00996,CUST-0157,AIForge Inc,Enterprise,Billing,Plan change request,High,2025-07-22,2025-07-23,25,AIForge Inc (Enterprise) reported: Plan change request. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 1/5.,1
TICKET-00997,CUST-0157,AIForge Inc,Enterprise,Training,Best practices,Low,2024-03-19,2024-03-22,79,AIForge Inc (Enterprise) reported: Best practices. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-00998,CUST-0157,AIForge Inc,Enterprise,Technical,API error,Low,2024-06-08,2024-06-09,47,AIForge Inc (Enterprise) reported: API error. Severity: Low.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00999,CUST-0157,AIForge Inc,Enterprise,Billing,Payment issue,Low,2025-09-05,2025-09-07,53,AIForge Inc (Enterprise) reported: Payment issue. Severity: Low.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-01000,CUST-0157,AIForge Inc,Enterprise,Technical,Authentication failure,High,2023-09-06,2023-09-06,18,AIForge Inc (Enterprise) reported: Authentication failure. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-01001,CUST-0157,AIForge Inc,Enterprise,Feature,UI/UX feedback,High,2025-05-29,2025-05-29,7,AIForge Inc (Enterprise) reported: UI/UX feedback. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-01002,CUST-0157,AIForge Inc,Enterprise,Billing,Pricing clarification,High,2025-09-26,2025-09-26,5,AIForge Inc (Enterprise) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-01003,CUST-0157,AIForge Inc,Enterprise,Billing,Plan change request,Medium,2024-03-19,2024-03-21,51,AIForge Inc (Enterprise) reported: Plan change request. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-01004,CUST-0157,AIForge Inc,Enterprise,Billing,Invoice question,Critical,2024-10-07,2024-10-07,9,AIForge Inc (Enterprise) reported: Invoice question. Severity: Critical. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 1/5.,1
TICKET-01005,CUST-0157,AIForge Inc,Enterprise,Feature,Missing functionality,Medium,2024-06-09,2024-06-10,43,AIForge Inc (Enterprise) reported: Missing functionality. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-01006,CUST-0157,AIForge Inc,Enterprise,Training,Best practices,Medium,2024-02-15,2024-02-18,77,AIForge Inc (Enterprise) reported: Best practices. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-01007,CUST-0158,DevOpsHub LLC,SMB,Feature,Workflow improvement,Medium,2025-04-03,2025-04-04,27,DevOpsHub LLC (SMB) reported: Workflow improvement. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-01008,CUST-0158,DevOpsHub LLC,SMB,Billing,Payment issue,High,2025-03-21,2025-03-22,39,DevOpsHub LLC (SMB) reported: Payment issue. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-01009,CUST-0158,DevOpsHub LLC,SMB,Training,Setup help,Medium,2024-06-21,2024-06-23,65,DevOpsHub LLC (SMB) reported: Setup help. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-01010,CUST-0158,DevOpsHub LLC,SMB,Billing,Pricing clarification,High,2022-12-14,2022-12-15,35,DevOpsHub LLC (SMB) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-01011,CUST-0158,DevOpsHub LLC,SMB,Technical,Authentication failure,Low,2025-11-14,2025-11-17,84,DevOpsHub LLC (SMB) reported: Authentication failure. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-01012,CUST-0158,DevOpsHub LLC,SMB,Training,How-to question,Medium,2025-11-06,2025-11-06,20,DevOpsHub LLC (SMB) reported: How-to question. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-01013,CUST-0158,DevOpsHub LLC,SMB,Feature,UI/UX feedback,High,2024-01-13,2024-01-15,48,DevOpsHub LLC (SMB) reported: UI/UX feedback. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-01014,CUST-0158,DevOpsHub LLC,SMB,Training,Setup help,Low,2022-09-04,2022-09-07,87,DevOpsHub LLC (SMB) reported: Setup help. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-01015,CUST-0158,DevOpsHub LLC,SMB,Training,Best practices,Critical,2025-05-16,2025-05-16,2,DevOpsHub LLC (SMB) reported: Best practices. Severity: Critical. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-01016,CUST-0158,DevOpsHub LLC,SMB,Technical,Data sync problem,Low,2024-01-08,2024-01-12,116,DevOpsHub LLC (SMB) reported: Data sync problem. Severity: Low.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-01017,CUST-0158,DevOpsHub LLC,SMB,Technical,Authentication failure,Critical,2024-07-27,2024-07-27,8,DevOpsHub LLC (SMB) reported: Authentication failure. Severity: Critical. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 1/5.,1
TICKET-01018,CUST-0158,DevOpsHub LLC,SMB,Training,Best practices,High,2025-03-09,2025-03-10,29,DevOpsHub LLC (SMB) reported: Best practices. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-01019,CUST-0159,MetricsDash Technologies,Enterprise,Technical,Performance slow,Low,2026-02-26,2026-03-04,150,MetricsDash Technologies (Enterprise) reported: Performance slow. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-01020,CUST-0159,MetricsDash Technologies,Enterprise,Training,Documentation request,Medium,2026-06-09,2026-06-10,35,MetricsDash Technologies (Enterprise) reported: Documentation request. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 5/5.,5
TICKET-01021,CUST-0160,MetricsDash Group,SMB,Billing,Invoice question,Medium,2025-07-28,2025-07-28,16,MetricsDash Group (SMB) reported: Invoice question. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-01022,CUST-0160,MetricsDash Group,SMB,Technical,Authentication failure,High,2025-07-17,2025-07-18,34,MetricsDash Group (SMB) reported: Authentication failure. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-01023,CUST-0160,MetricsDash Group,SMB,Feature,UI/UX feedback,High,2026-06-25,2026-06-26,35,MetricsDash Group (SMB) reported: UI/UX feedback. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-01024,CUST-0160,MetricsDash Group,SMB,Training,How-to question,Low,2025-12-31,2026-01-06,166,MetricsDash Group (SMB) reported: How-to question. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-01025,CUST-0160,MetricsDash Group,SMB,Technical,API error,Critical,2025-08-21,2025-08-21,11,MetricsDash Group (SMB) reported: API error. Severity: Critical. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-01026,CUST-0160,MetricsDash Group,SMB,Billing,Invoice question,Medium,2025-10-10,2025-10-13,90,MetricsDash Group (SMB) reported: Invoice question. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-01027,CUST-0160,MetricsDash Group,SMB,Feature,Missing functionality,High,2025-12-20,2025-12-21,34,MetricsDash Group (SMB) reported: Missing functionality. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-01028,CUST-0160,MetricsDash Group,SMB,Technical,Authentication failure,High,2025-05-23,2025-05-24,44,MetricsDash Group (SMB) reported: Authentication failure. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-01029,CUST-0161,AnalyticsCo Solutions,SMB,Training,Setup help,Critical,2025-01-04,2025-01-04,1,AnalyticsCo Solutions (SMB) reported: Setup help. Severity: Critical. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 4/5.,4
TICKET-01030,CUST-0161,AnalyticsCo Solutions,SMB,Billing,Plan change request,Critical,2024-10-28,2024-10-28,3,AnalyticsCo Solutions (SMB) reported: Plan change request. Severity: Critical. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-01031,CUST-0161,AnalyticsCo Solutions,SMB,Training,How-to question,Low,2025-09-12,2025-09-16,114,AnalyticsCo Solutions (SMB) reported: How-to question. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-01032,CUST-0161,AnalyticsCo Solutions,SMB,Technical,Performance slow,High,2024-12-20,2024-12-21,33,AnalyticsCo Solutions (SMB) reported: Performance slow. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-01033,CUST-0161,AnalyticsCo Solutions,SMB,Billing,Pricing clarification,High,2026-01-30,2026-02-01,48,AnalyticsCo Solutions (SMB) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-01034,CUST-0161,AnalyticsCo Solutions,SMB,Training,Documentation request,Low,2025-02-18,2025-02-21,84,AnalyticsCo Solutions (SMB) reported: Documentation request. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-01035,CUST-0161,AnalyticsCo Solutions,SMB,Technical,Data sync problem,Low,2025-10-05,2025-10-08,95,AnalyticsCo Solutions (SMB) reported: Data sync problem. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-01036,CUST-0161,AnalyticsCo Solutions,SMB,Training,How-to question,Medium,2025-09-21,2025-09-24,77,AnalyticsCo Solutions (SMB) reported: How-to question. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-01037,CUST-0161,AnalyticsCo Solutions,SMB,Feature,Missing functionality,Low,2026-02-23,2026-02-24,35,AnalyticsCo Solutions (SMB) reported: Missing functionality. Severity: Low.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-01038,CUST-0161,AnalyticsCo Solutions,SMB,Training,Setup help,Medium,2024-08-25,2024-08-26,46,AnalyticsCo Solutions (SMB) reported: Setup help. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-01039,CUST-0161,AnalyticsCo Solutions,SMB,Billing,Invoice question,Medium,2024-04-09,2024-04-10,46,AnalyticsCo Solutions (SMB) reported: Invoice question. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-01040,CUST-0161,AnalyticsCo Solutions,SMB,Technical,Data sync problem,Medium,2025-04-29,2025-04-29,19,AnalyticsCo Solutions (SMB) reported: Data sync problem. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-01041,CUST-0161,AnalyticsCo Solutions,SMB,Training,Documentation request,Medium,2024-05-14,2024-05-17,76,AnalyticsCo Solutions (SMB) reported: Documentation request. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-01042,CUST-0161,AnalyticsCo Solutions,SMB,Billing,Invoice question,High,2025-12-28,2025-12-29,43,AnalyticsCo Solutions (SMB) reported: Invoice question. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-01043,CUST-0161,AnalyticsCo Solutions,SMB,Technical,Performance slow,Medium,2025-11-27,2025-11-30,87,AnalyticsCo Solutions (SMB) reported: Performance slow. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-01044,CUST-0162,MetricsDash LLC,Enterprise,Technical,Data sync problem,Low,2026-02-08,2026-02-14,153,MetricsDash LLC (Enterprise) reported: Data sync problem. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 5/5.,5
TICKET-01045,CUST-0162,MetricsDash LLC,Enterprise,Billing,Payment issue,Low,2026-03-24,2026-03-26,52,MetricsDash LLC (Enterprise) reported: Payment issue. Severity: Low.,Resolved by providing fix. Customer satisfaction: 4/5.,4
TICKET-01046,CUST-0162,MetricsDash LLC,Enterprise,Billing,Payment issue,Medium,2026-06-17,2026-06-17,15,MetricsDash LLC (Enterprise) reported: Payment issue. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 5/5.,5
TICKET-01047,CUST-0163,DataBridge Inc,SMB,Billing,Plan change request,Critical,2024-10-16,2024-10-16,9,DataBridge Inc (SMB) reported: Plan change request. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-01048,CUST-0163,DataBridge Inc,SMB,Feature,Workflow improvement,Medium,2026-01-09,2026-01-11,68,DataBridge Inc (SMB) reported: Workflow improvement. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 4/5.,4
TICKET-01049,CUST-0163,DataBridge Inc,SMB,Billing,Invoice question,Low,2026-01-14,2026-01-20,157,DataBridge Inc (SMB) reported: Invoice question. Severity: Low.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-01050,CUST-0163,DataBridge Inc,SMB,Technical,Data sync problem,Low,2024-11-14,2024-11-16,61,DataBridge Inc (SMB) reported: Data sync problem. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-01051,CUST-0164,AuditPro Group,SMB,Feature,UI/UX feedback,Medium,2025-11-27,2025-11-29,50,AuditPro Group (SMB) reported: UI/UX feedback. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-01052,CUST-0164,AuditPro Group,SMB,Technical,Performance slow,Low,2026-02-10,2026-02-15,137,AuditPro Group (SMB) reported: Performance slow. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-01053,CUST-0164,AuditPro Group,SMB,Training,Documentation request,High,2025-10-12,2025-10-12,13,AuditPro Group (SMB) reported: Documentation request. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
