doc_id,customer_id,company_name,segment,churn_category,specific_reason,arr,tenure_months,risk_score,feature_adoption,support_tickets_30d,last_engagement_days,is_churned,document
ANALYSIS-0064,CUST-0124,BackupCloud Labs,SMB,Support Issues,Poor documentation,32600,19,82,16,11,53,0,"# Churn Risk Analysis: BackupCloud Labs

## Executive Summary
BackupCloud Labs (CUST-0124) is a SMB customer in Retail with $32,600 ARR and 19 months of tenure. Current risk score: 82%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Poor documentation
2. **Feature Adoption:** 16% (below the SMB benchmark of 70%)
3. **Support Activity:** 11 tickets per 30 days
4. **Engagement:** last interaction 53 days ago

## Detailed Analysis

### Churn Category: Support Issues
This account shows the classic pattern of support issues, specifically: poor documentation.

### Behavioural Patterns
- Feature adoption plateaued at 16%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, support issues typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address poor documentation directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 16% toward 41%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received improved response sla showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0124*
*Risk Score: 82%*
*Segment: SMB*"
ANALYSIS-0065,CUST-0125,DevTools Labs,SMB,Competition,Competitor has better features,54600,8,69,28,22,25,0,"# Churn Risk Analysis: DevTools Labs

## Executive Summary
DevTools Labs (CUST-0125) is a SMB customer in Public Sector with $54,600 ARR and 8 months of tenure. Current risk score: 69%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Competitor has better features
2. **Feature Adoption:** 28% (below the SMB benchmark of 70%)
3. **Support Activity:** 22 tickets per 30 days
4. **Engagement:** last interaction 25 days ago

## Detailed Analysis

### Churn Category: Competition
This account shows the classic pattern of competition, specifically: competitor has better features.

### Behavioural Patterns
- Feature adoption plateaued at 28%
- Support volume rising
- Engagement stable

### Segment-Specific Insight
For SMB accounts, competition typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address competitor has better features directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 28% toward 53%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received added requested features quickly showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0125*
*Risk Score: 69%*
*Segment: SMB*"
ANALYSIS-0066,CUST-0126,LogStream Systems,Commercial,Pricing Concerns,Better pricing elsewhere,52600,47,100,0,6,74,1,"# Churn Risk Analysis: LogStream Systems

## Executive Summary
LogStream Systems (CUST-0126) is a Commercial customer in Manufacturing with $52,600 ARR and 47 months of tenure. Current risk score: 100%. Status: CHURNED on 2026-02-18.

## Risk Factors
1. **Primary Concern:** Better pricing elsewhere
2. **Feature Adoption:** 0% (below the Commercial benchmark of 70%)
3. **Support Activity:** 6 tickets per 30 days
4. **Engagement:** last interaction 74 days ago

## Detailed Analysis

### Churn Category: Pricing Concerns
This account shows the classic pattern of pricing concerns, specifically: better pricing elsewhere.

### Behavioural Patterns
- Feature adoption plateaued at 0%
- Support volume steady
- Engagement declining

### Segment-Specific Insight
For Commercial accounts, pricing concerns typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address better pricing elsewhere directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 0% toward 25%
2. Reduce support load by better documentation
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received demonstrated roi with detailed analytics showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0126*
*Risk Score: 100%*
*Segment: Commercial*"
ANALYSIS-0067,CUST-0129,SecureNet Labs,SMB,Product Fit,Doesn't scale,57400,6,48,47,30,69,1,"# Churn Risk Analysis: SecureNet Labs

## Executive Summary
SecureNet Labs (CUST-0129) is a SMB customer in Manufacturing with $57,400 ARR and 6 months of tenure. Current risk score: 48%. Status: CHURNED on 2026-06-24.

## Risk Factors
1. **Primary Concern:** Doesn't scale
2. **Feature Adoption:** 47% (below the SMB benchmark of 70%)
3. **Support Activity:** 30 tickets per 30 days
4. **Engagement:** last interaction 69 days ago

## Detailed Analysis

### Churn Category: Product Fit
This account shows the classic pattern of product fit, specifically: doesn't scale.

### Behavioural Patterns
- Feature adoption plateaued at 47%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, product fit typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address doesn't scale directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 47% toward 72%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received built custom integration showed significant improvement in retention metrics.

---
*Customer ID: CUST-0129*
*Risk Score: 48%*
*Segment: SMB*"
ANALYSIS-0068,CUST-0130,QueueManager Systems,SMB,Adoption Challenges,Lack of champions,39600,43,75,22,5,70,0,"# Churn Risk Analysis: QueueManager Systems

## Executive Summary
QueueManager Systems (CUST-0130) is a SMB customer in Public Sector with $39,600 ARR and 43 months of tenure. Current risk score: 75%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Lack of champions
2. **Feature Adoption:** 22% (below the SMB benchmark of 70%)
3. **Support Activity:** 5 tickets per 30 days
4. **Engagement:** last interaction 70 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: lack of champions.

### Behavioural Patterns
- Feature adoption plateaued at 22%
- Support volume steady
- Engagement declining

### Segment-Specific Insight
For SMB accounts, adoption challenges typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address lack of champions directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 22% toward 47%
2. Reduce support load by better documentation
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received created internal champions program showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0130*
*Risk Score: 75%*
*Segment: SMB*"
ANALYSIS-0069,CUST-0131,ComplianceHub Technologies,SMB,Adoption Challenges,Team not using it,12300,45,100,0,6,66,1,"# Churn Risk Analysis: ComplianceHub Technologies

## Executive Summary
ComplianceHub Technologies (CUST-0131) is a SMB customer in Financial Services with $12,300 ARR and 45 months of tenure. Current risk score: 100%. Status: CHURNED on 2026-03-15.

## Risk Factors
1. **Primary Concern:** Team not using it
2. **Feature Adoption:** 0% (below the SMB benchmark of 70%)
3. **Support Activity:** 6 tickets per 30 days
4. **Engagement:** last interaction 66 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: team not using it.

### Behavioural Patterns
- Feature adoption plateaued at 0%
- Support volume steady
- Engagement declining

### Segment-Specific Insight
For SMB accounts, adoption challenges typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address team not using it directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 0% toward 25%
2. Reduce support load by better documentation
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received created internal champions program showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0131*
*Risk Score: 100%*
*Segment: SMB*"
ANALYSIS-0070,CUST-0133,ComplianceHub Systems,SMB,Competition,Competitor has better features,53100,7,54,42,38,64,1,"# Churn Risk Analysis: ComplianceHub Systems

## Executive Summary
ComplianceHub Systems (CUST-0133) is a SMB customer in Retail with $53,100 ARR and 7 months of tenure. Current risk score: 54%. Status: CHURNED on 2026-04-28.

## Risk Factors
1. **Primary Concern:** Competitor has better features
2. **Feature Adoption:** 42% (below the SMB benchmark of 70%)
3. **Support Activity:** 38 tickets per 30 days
4. **Engagement:** last interaction 64 days ago

## Detailed Analysis

### Churn Category: Competition
This account shows the classic pattern of competition, specifically: competitor has better features.

### Behavioural Patterns
- Feature adoption plateaued at 42%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, competition typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address competitor has better features directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 42% toward 67%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received highlighted unique differentiators showed significant improvement in retention metrics.

---
*Customer ID: CUST-0133*
*Risk Score: 54%*
*Segment: SMB*"
ANALYSIS-0071,CUST-0134,WorkflowPro LLC,Enterprise,Product Fit,Poor integration,156400,11,48,47,19,61,1,"# Churn Risk Analysis: WorkflowPro LLC

## Executive Summary
WorkflowPro LLC (CUST-0134) is a Enterprise customer in Energy with $156,400 ARR and 11 months of tenure. Current risk score: 48%. Status: CHURNED on 2026-02-19.

## Risk Factors
1. **Primary Concern:** Poor integration
2. **Feature Adoption:** 47% (below the Enterprise benchmark of 70%)
3. **Support Activity:** 19 tickets per 30 days
4. **Engagement:** last interaction 61 days ago

## Detailed Analysis

### Churn Category: Product Fit
This account shows the classic pattern of product fit, specifically: poor integration.

### Behavioural Patterns
- Feature adoption plateaued at 47%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Enterprise accounts, product fit typically calls for executive intervention.

## Recommended Actions

### Immediate (7 days)
1. Schedule an executive business review
2. Address poor integration directly
3. Assign a dedicated technical account manager

### Short-term (30 days)
1. Lift feature adoption from 47% toward 72%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Enterprise accounts that received simplified workflow with automation showed significant improvement in retention metrics.

---
*Customer ID: CUST-0134*
*Risk Score: 48%*
*Segment: Enterprise*"
ANALYSIS-0072,CUST-0137,DisasterRecovery Corp,Commercial,Pricing Concerns,Budget cuts,126400,44,97,2,5,38,1,"# Churn Risk Analysis: DisasterRecovery Corp

## Executive Summary
DisasterRecovery Corp (CUST-0137) is a Commercial customer in Media with $126,400 ARR and 44 months of tenure. Current risk score: 97%. Status: CHURNED on 2025-01-31.

## Risk Factors
1. **Primary Concern:** Budget cuts
2. **Feature Adoption:** 2% (below the Commercial benchmark of 70%)
3. **Support Activity:** 5 tickets per 30 days
4. **Engagement:** last interaction 38 days ago

## Detailed Analysis

### Churn Category: Pricing Concerns
This account shows the classic pattern of pricing concerns, specifically: budget cuts.

### Behavioural Patterns
- Feature adoption plateaued at 2%
- Support volume steady
- Engagement declining

### Segment-Specific Insight
For Commercial accounts, pricing concerns typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address budget cuts directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 2% toward 27%
2. Reduce support load by better documentation
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received offered discount for annual commitment showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0137*
*Risk Score: 97%*
*Segment: Commercial*"
ANALYSIS-0073,CUST-0139,CloudVision Systems,SMB,Support Issues,Unresolved bugs,35000,9,56,40,23,72,1,"# Churn Risk Analysis: CloudVision Systems

## Executive Summary
CloudVision Systems (CUST-0139) is a SMB customer in Public Sector with $35,000 ARR and 9 months of tenure. Current risk score: 56%. Status: CHURNED on 2026-03-24.

## Risk Factors
1. **Primary Concern:** Unresolved bugs
2. **Feature Adoption:** 40% (below the SMB benchmark of 70%)
3. **Support Activity:** 23 tickets per 30 days
4. **Engagement:** last interaction 72 days ago

## Detailed Analysis

### Churn Category: Support Issues
This account shows the classic pattern of support issues, specifically: unresolved bugs.

### Behavioural Patterns
- Feature adoption plateaued at 40%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, support issues typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address unresolved bugs directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 40% toward 65%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received set up weekly check-ins showed significant improvement in retention metrics.

---
*Customer ID: CUST-0139*
*Risk Score: 56%*
*Segment: SMB*"
ANALYSIS-0074,CUST-0140,ContainerOps Inc,Commercial,Adoption Challenges,Team not using it,89300,33,71,27,9,73,0,"# Churn Risk Analysis: ContainerOps Inc

## Executive Summary
ContainerOps Inc (CUST-0140) is a Commercial customer in Logistics with $89,300 ARR and 33 months of tenure. Current risk score: 71%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Team not using it
2. **Feature Adoption:** 27% (below the Commercial benchmark of 70%)
3. **Support Activity:** 9 tickets per 30 days
4. **Engagement:** last interaction 73 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: team not using it.

### Behavioural Patterns
- Feature adoption plateaued at 27%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Commercial accounts, adoption challenges typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address team not using it directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 27% toward 52%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received created internal champions program showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0140*
*Risk Score: 71%*
*Segment: Commercial*"
ANALYSIS-0075,CUST-0141,WorkflowPro Group,Commercial,Competition,Better UX elsewhere,86800,22,86,13,17,33,1,"# Churn Risk Analysis: WorkflowPro Group

## Executive Summary
WorkflowPro Group (CUST-0141) is a Commercial customer in Energy with $86,800 ARR and 22 months of tenure. Current risk score: 86%. Status: CHURNED on 2026-02-20.

## Risk Factors
1. **Primary Concern:** Better UX elsewhere
2. **Feature Adoption:** 13% (below the Commercial benchmark of 70%)
3. **Support Activity:** 17 tickets per 30 days
4. **Engagement:** last interaction 33 days ago

## Detailed Analysis

### Churn Category: Competition
This account shows the classic pattern of competition, specifically: better ux elsewhere.

### Behavioural Patterns
- Feature adoption plateaued at 13%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Commercial accounts, competition typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address better ux elsewhere directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 13% toward 38%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received improved product based on feedback showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0141*
*Risk Score: 86%*
*Segment: Commercial*"
ANALYSIS-0076,CUST-0142,ScaleSystems Systems,SMB,Adoption Challenges,Lack of champions,34000,47,100,0,5,49,1,"# Churn Risk Analysis: ScaleSystems Systems

## Executive Summary
ScaleSystems Systems (CUST-0142) is a SMB customer in Financial Services with $34,000 ARR and 47 months of tenure. Current risk score: 100%. Status: CHURNED on 2025-02-24.

## Risk Factors
1. **Primary Concern:** Lack of champions
2. **Feature Adoption:** 0% (below the SMB benchmark of 70%)
3. **Support Activity:** 5 tickets per 30 days
4. **Engagement:** last interaction 49 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: lack of champions.

### Behavioural Patterns
- Feature adoption plateaued at 0%
- Support volume steady
- Engagement declining

### Segment-Specific Insight
For SMB accounts, adoption challenges typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address lack of champions directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 0% toward 25%
2. Reduce support load by better documentation
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received created internal champions program showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0142*
*Risk Score: 100%*
*Segment: SMB*"
ANALYSIS-0077,CUST-0144,LogStream Technologies,Commercial,Pricing Concerns,Better pricing elsewhere,149800,29,73,24,6,57,1,"# Churn Risk Analysis: LogStream Technologies

## Executive Summary
LogStream Technologies (CUST-0144) is a Commercial customer in Public Sector with $149,800 ARR and 29 months of tenure. Current risk score: 73%. Status: CHURNED on 2025-12-23.

## Risk Factors
1. **Primary Concern:** Better pricing elsewhere
2. **Feature Adoption:** 24% (below the Commercial benchmark of 70%)
3. **Support Activity:** 6 tickets per 30 days
4. **Engagement:** last interaction 57 days ago

## Detailed Analysis

### Churn Category: Pricing Concerns
This account shows the classic pattern of pricing concerns, specifically: better pricing elsewhere.

### Behavioural Patterns
- Feature adoption plateaued at 24%
- Support volume steady
- Engagement declining

### Segment-Specific Insight
For Commercial accounts, pricing concerns typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address better pricing elsewhere directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 24% toward 49%
2. Reduce support load by better documentation
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received provided credits for referrals showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0144*
*Risk Score: 73%*
*Segment: Commercial*"
ANALYSIS-0078,CUST-0145,DataSync Group,Enterprise,Support Issues,No training,323200,32,49,46,5,58,1,"# Churn Risk Analysis: DataSync Group

## Executive Summary
DataSync Group (CUST-0145) is a Enterprise customer in Manufacturing with $323,200 ARR and 32 months of tenure. Current risk score: 49%. Status: CHURNED on 2025-07-16.

## Risk Factors
1. **Primary Concern:** No training
2. **Feature Adoption:** 46% (below the Enterprise benchmark of 70%)
3. **Support Activity:** 5 tickets per 30 days
4. **Engagement:** last interaction 58 days ago

## Detailed Analysis

### Churn Category: Support Issues
This account shows the classic pattern of support issues, specifically: no training.

### Behavioural Patterns
- Feature adoption plateaued at 46%
- Support volume steady
- Engagement declining

### Segment-Specific Insight
For Enterprise accounts, support issues typically calls for executive intervention.

## Recommended Actions

### Immediate (7 days)
1. Schedule an executive business review
2. Address no training directly
3. Assign a dedicated technical account manager

### Short-term (30 days)
1. Lift feature adoption from 46% toward 71%
2. Reduce support load by better documentation
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Enterprise accounts that received improved response sla showed significant improvement in retention metrics.

---
*Customer ID: CUST-0145*
*Risk Score: 49%*
*Segment: Enterprise*"
ANALYSIS-0079,CUST-0147,DisasterRecovery Systems,Enterprise,Pricing Concerns,Budget cuts,469600,28,100,0,17,21,0,"# Churn Risk Analysis: DisasterRecovery Systems

## Executive Summary
DisasterRecovery Systems (CUST-0147) is a Enterprise customer in Healthcare with $469,600 ARR and 28 months of tenure. Current risk score: 100%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Budget cuts
2. **Feature Adoption:** 0% (below the Enterprise benchmark of 70%)
3. **Support Activity:** 17 tickets per 30 days
4. **Engagement:** last interaction 21 days ago

## Detailed Analysis

### Churn Category: Pricing Concerns
This account shows the classic pattern of pricing concerns, specifically: budget cuts.

### Behavioural Patterns
- Feature adoption plateaued at 0%
- Support volume rising
- Engagement stable

### Segment-Specific Insight
For Enterprise accounts, pricing concerns typically calls for executive intervention.

## Recommended Actions

### Immediate (7 days)
1. Schedule an executive business review
2. Address budget cuts directly
3. Assign a dedicated technical account manager

### Short-term (30 days)
1. Lift feature adoption from 0% toward 25%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Enterprise accounts that received offered discount for annual commitment showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0147*
*Risk Score: 100%*
*Segment: Enterprise*"
ANALYSIS-0080,CUST-0149,AIForge LLC,SMB,Competition,Better UX elsewhere,15000,6,68,29,30,61,0,"# Churn Risk Analysis: AIForge LLC

## Executive Summary
AIForge LLC (CUST-0149) is a SMB customer in Logistics with $15,000 ARR and 6 months of tenure. Current risk score: 68%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Better UX elsewhere
2. **Feature Adoption:** 29% (below the SMB benchmark of 70%)
3. **Support Activity:** 30 tickets per 30 days
4. **Engagement:** last interaction 61 days ago

## Detailed Analysis

### Churn Category: Competition
This account shows the classic pattern of competition, specifically: better ux elsewhere.

### Behavioural Patterns
- Feature adoption plateaued at 29%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, competition typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address better ux elsewhere directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 29% toward 54%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received highlighted unique differentiators showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0149*
*Risk Score: 68%*
*Segment: SMB*"
ANALYSIS-0081,CUST-0150,MonitorPlus Inc,SMB,Adoption Challenges,Lack of champions,26100,38,63,33,5,38,0,"# Churn Risk Analysis: MonitorPlus Inc

## Executive Summary
MonitorPlus Inc (CUST-0150) is a SMB customer in Manufacturing with $26,100 ARR and 38 months of tenure. Current risk score: 63%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Lack of champions
2. **Feature Adoption:** 33% (below the SMB benchmark of 70%)
3. **Support Activity:** 5 tickets per 30 days
4. **Engagement:** last interaction 38 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: lack of champions.

### Behavioural Patterns
- Feature adoption plateaued at 33%
- Support volume steady
- Engagement declining

### Segment-Specific Insight
For SMB accounts, adoption challenges typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address lack of champions directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 33% toward 58%
2. Reduce support load by better documentation
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received conducted onboarding workshops showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0150*
*Risk Score: 63%*
*Segment: SMB*"
ANALYSIS-0082,CUST-0151,DataBridge Group,SMB,Product Fit,Too complex,59900,8,63,34,30,33,0,"# Churn Risk Analysis: DataBridge Group

## Executive Summary
DataBridge Group (CUST-0151) is a SMB customer in Retail with $59,900 ARR and 8 months of tenure. Current risk score: 63%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Too complex
2. **Feature Adoption:** 34% (below the SMB benchmark of 70%)
3. **Support Activity:** 30 tickets per 30 days
4. **Engagement:** last interaction 33 days ago

## Detailed Analysis

### Churn Category: Product Fit
This account shows the classic pattern of product fit, specifically: too complex.

### Behavioural Patterns
- Feature adoption plateaued at 34%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, product fit typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address too complex directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 34% toward 59%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received provided api access for customization showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0151*
*Risk Score: 63%*
*Segment: SMB*"
ANALYSIS-0083,CUST-0153,QueueManager Technologies,SMB,Pricing Concerns,Better pricing elsewhere,26500,44,100,0,9,32,0,"# Churn Risk Analysis: QueueManager Technologies

## Executive Summary
QueueManager Technologies (CUST-0153) is a SMB customer in Manufacturing with $26,500 ARR and 44 months of tenure. Current risk score: 100%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Better pricing elsewhere
2. **Feature Adoption:** 0% (below the SMB benchmark of 70%)
3. **Support Activity:** 9 tickets per 30 days
4. **Engagement:** last interaction 32 days ago

## Detailed Analysis

### Churn Category: Pricing Concerns
This account shows the classic pattern of pricing concerns, specifically: better pricing elsewhere.

### Behavioural Patterns
- Feature adoption plateaued at 0%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, pricing concerns typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address better pricing elsewhere directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 0% toward 25%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received demonstrated roi with detailed analytics showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0153*
*Risk Score: 100%*
*Segment: SMB*"
ANALYSIS-0084,CUST-0155,AnalyticsCo Corp,SMB,Support Issues,Unresolved bugs,32300,28,74,24,11,61,1,"# Churn Risk Analysis: AnalyticsCo Corp

## Executive Summary
AnalyticsCo Corp (CUST-0155) is a SMB customer in Education with $32,300 ARR and 28 months of tenure. Current risk score: 74%. Status: CHURNED on 2025-06-19.

## Risk Factors
1. **Primary Concern:** Unresolved bugs
2. **Feature Adoption:** 24% (below the SMB benchmark of 70%)
3. **Support Activity:** 11 tickets per 30 days
4. **Engagement:** last interaction 61 days ago

## Detailed Analysis

### Churn Category: Support Issues
This account shows the classic pattern of support issues, specifically: unresolved bugs.

### Behavioural Patterns
- Feature adoption plateaued at 24%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, support issues typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address unresolved bugs directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 24% toward 49%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received assigned dedicated success manager showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0155*
*Risk Score: 74%*
*Segment: SMB*"
